run_id,design_id,censor_model,architecture,seed,auac,t50,t50_observed,attempts,successes,mean_completion_ms,endpoint_burn_rate,path_failures,path_failures_fraction,endpoint_failures,endpoint_failures_fraction,platform_failures,platform_failures_fraction,network_failures,network_failures_fraction,auac_file,auac_media,auac_presence,auac_realtime,auac_text
robustness-000657,design-0010,adaptive_composed,platform_controlled,4103,0.8986111111111111,36,0,1440,1294,1282.7802723013583,0.0,0,0.0,0,0.0,34,0.02361111111111111,112,0.07777777777777778,0.8090277777777778,0.9791666666666666,0.9826388888888888,0.7847222222222222,0.9375
robustness-000658,design-0010,adaptive_composed,platform_controlled,4201,0.8944444444444445,36,0,1440,1288,1283.2685077431502,0.0,0,0.0,0,0.0,27,0.01875,125,0.08680555555555555,0.8055555555555556,0.96875,0.9791666666666666,0.7847222222222222,0.9340277777777778
robustness-000659,design-0010,adaptive_composed,platform_controlled,4307,0.8694444444444444,36,0,1440,1252,1284.2458161362733,0.0,0,0.0,0,0.0,44,0.030555555555555555,144,0.1,0.75,0.9513888888888888,0.9791666666666666,0.7291666666666666,0.9375
robustness-000660,design-0011,classifier_dominant,direct_e2ee,4103,0.7993055555555557,36,0,1440,1151,2520.473116157195,0.0,100,0.06944444444444445,0,0.0,0,0.0,189,0.13125,0.7986111111111112,0.9340277777777778,0.9131944444444444,0.4444444444444444,0.90625
robustness-000661,design-0011,classifier_dominant,direct_e2ee,4201,0.7840277777777778,36,0,1440,1129,2520.5197841768604,0.0,121,0.08402777777777778,0,0.0,0,0.0,190,0.13194444444444445,0.7951388888888888,0.9166666666666666,0.8888888888888888,0.4548611111111111,0.8645833333333334
robustness-000662,design-0011,classifier_dominant,direct_e2ee,4307,0.7798611111111112,36,0,1440,1123,2521.3501923203075,0.0,95,0.06597222222222222,0,0.0,0,0.0,222,0.15416666666666667,0.75,0.9166666666666666,0.9270833333333334,0.3784722222222222,0.9270833333333334
robustness-000663,design-0011,classifier_dominant,fixed_proxy,4103,0.7159722222222222,36,0,1440,1031,2823.9156450683654,0.0,208,0.14444444444444443,0,0.0,0,0.0,201,0.13958333333333334,0.7118055555555556,0.8645833333333334,0.8402777777777778,0.3229166666666667,0.8402777777777778
robustness-000664,design-0011,classifier_dominant,fixed_proxy,4201,0.6881944444444444,36,0,1440,991,2823.5026613406108,0.0,257,0.17847222222222223,0,0.0,0,0.0,192,0.13333333333333333,0.6944444444444444,0.8090277777777778,0.8159722222222222,0.3263888888888889,0.7951388888888888
robustness-000665,design-0011,classifier_dominant,fixed_proxy,4307,0.7118055555555556,36,0,1440,1025,2825.07980506464,0.0,195,0.13541666666666666,0,0.0,0,0.0,220,0.1527777777777778,0.6944444444444444,0.8576388888888888,0.8576388888888888,0.2951388888888889,0.8541666666666666
robustness-000666,design-0011,classifier_dominant,generated_transport,4103,0.7624999999999998,36,0,1440,1098,2923.9728899333813,0.0,126,0.0875,0,0.0,0,0.0,216,0.15,0.78125,0.8958333333333334,0.90625,0.3402777777777778,0.8888888888888888
