packet_index,epoch,operation,kind,function,message_id,lane,shard_index,fragment_part,fragment_total,direction,role,transport,server_ip,server_port,payload_bytes,timestamp_us
58,1,14,application,realtime,daeb2023273a2cdf7cf513c44d682c00,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,111142000
59,1,14,application,realtime,daeb2023273a2cdf7cf513c44d682c00,ephemeral-1,1,0,2,client_to_server,data,udp,203.0.113.21,8443,925,111000000
60,1,14,application,realtime,daeb2023273a2cdf7cf513c44d682c00,ephemeral-1,1,1,2,client_to_server,data,udp,203.0.113.21,8443,213,111001000
61,1,14,application,realtime,daeb2023273a2cdf7cf513c44d682c00,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,111182000
62,1,15,application,text,10b6d66721eb7ff74e9b8f8339b2e37e,generated-1,0,0,1,client_to_server,data,tcp,203.0.113.11,8443,601,112000000
63,1,15,application,text,10b6d66721eb7ff74e9b8f8339b2e37e,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,112141000
64,1,15,application,text,10b6d66721eb7ff74e9b8f8339b2e37e,ephemeral-1,1,0,1,client_to_server,data,udp,203.0.113.21,8443,601,112000000
65,1,15,application,text,10b6d66721eb7ff74e9b8f8339b2e37e,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,112181000
66,1,16,application,presence,ac59fa654046389bbba66a623f38d355,generated-1,0,0,1,client_to_server,data,tcp,203.0.113.11,8443,185,113000000
67,1,16,application,presence,ac59fa654046389bbba66a623f38d355,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,113141000
68,1,16,application,presence,ac59fa654046389bbba66a623f38d355,ephemeral-1,1,0,1,client_to_server,data,udp,203.0.113.21,8443,185,113000000
69,1,16,application,presence,ac59fa654046389bbba66a623f38d355,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,113181000
70,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,generated-1,0,0,5,client_to_server,data,tcp,203.0.113.11,8443,925,114000000
71,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,generated-1,0,1,5,client_to_server,data,tcp,203.0.113.11,8443,925,114001000
72,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,generated-1,0,2,5,client_to_server,data,tcp,203.0.113.11,8443,925,114002000
73,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,generated-1,0,3,5,client_to_server,data,tcp,203.0.113.11,8443,925,114003000
74,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,generated-1,0,4,5,client_to_server,data,tcp,203.0.113.11,8443,585,114004000
75,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,114145000
76,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,ephemeral-1,1,0,5,client_to_server,data,udp,203.0.113.21,8443,925,114000000
77,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,ephemeral-1,1,1,5,client_to_server,data,udp,203.0.113.21,8443,925,114001000
78,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,ephemeral-1,1,2,5,client_to_server,data,udp,203.0.113.21,8443,925,114002000
79,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,ephemeral-1,1,3,5,client_to_server,data,udp,203.0.113.21,8443,925,114003000
80,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,ephemeral-1,1,4,5,client_to_server,data,udp,203.0.113.21,8443,585,114004000
81,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,114185000
82,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,0,10,client_to_server,data,tcp,203.0.113.11,8443,925,115000000
83,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,1,10,client_to_server,data,tcp,203.0.113.11,8443,925,115001000
84,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,2,10,client_to_server,data,tcp,203.0.113.11,8443,925,115002000
85,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,3,10,client_to_server,data,tcp,203.0.113.11,8443,925,115003000
86,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,4,10,client_to_server,data,tcp,203.0.113.11,8443,925,115004000
87,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,5,10,client_to_server,data,tcp,203.0.113.11,8443,925,115005000
88,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,6,10,client_to_server,data,tcp,203.0.113.11,8443,925,115006000
89,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,7,10,client_to_server,data,tcp,203.0.113.11,8443,925,115007000
90,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,8,10,client_to_server,data,tcp,203.0.113.11,8443,925,115008000
91,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,9,10,client_to_server,data,tcp,203.0.113.11,8443,181,115009000
92,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,115150000
93,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,0,10,client_to_server,data,udp,203.0.113.21,8443,925,115000000
94,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,1,10,client_to_server,data,udp,203.0.113.21,8443,925,115001000
95,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,2,10,client_to_server,data,udp,203.0.113.21,8443,925,115002000
96,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,3,10,client_to_server,data,udp,203.0.113.21,8443,925,115003000
97,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,4,10,client_to_server,data,udp,203.0.113.21,8443,925,115004000
98,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,5,10,client_to_server,data,udp,203.0.113.21,8443,925,115005000
99,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,6,10,client_to_server,data,udp,203.0.113.21,8443,925,115006000
100,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,7,10,client_to_server,data,udp,203.0.113.21,8443,925,115007000
101,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,8,10,client_to_server,data,udp,203.0.113.21,8443,925,115008000
102,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,9,10,client_to_server,data,udp,203.0.113.21,8443,181,115009000
103,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,115190000
104,1,19,application,realtime,6fdc3ea09e03ae16b69e30b2122662b3,generated-1,0,0,2,client_to_server,data,tcp,203.0.113.11,8443,925,116000000
105,1,19,application,realtime,6fdc3ea09e03ae16b69e30b2122662b3,generated-1,0,1,2,client_to_server,data,tcp,203.0.113.11,8443,213,116001000
106,1,19,application,realtime,6fdc3ea09e03ae16b69e30b2122662b3,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,116142000
107,1,19,application,realtime,6fdc3ea09e03ae16b69e30b2122662b3,ephemeral-1,1,0,2,client_to_server,data,udp,203.0.113.21,8443,925,116000000
108,1,19,application,realtime,6fdc3ea09e03ae16b69e30b2122662b3,ephemeral-1,1,1,2,client_to_server,data,udp,203.0.113.21,8443,213,116001000
109,1,19,application,realtime,6fdc3ea09e03ae16b69e30b2122662b3,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,116182000
