packet_index,epoch,operation,kind,function,message_id,lane,shard_index,fragment_part,fragment_total,direction,role,transport,server_ip,server_port,payload_bytes,timestamp_us
95,0,8,application,file,a5b96c7c29f7099d5541591ff794fd7c,ephemeral-0,1,2,10,client_to_server,data,udp,203.0.113.20,8443,925,15002000
96,0,8,application,file,a5b96c7c29f7099d5541591ff794fd7c,ephemeral-0,1,3,10,client_to_server,data,udp,203.0.113.20,8443,925,15003000
97,0,8,application,file,a5b96c7c29f7099d5541591ff794fd7c,ephemeral-0,1,4,10,client_to_server,data,udp,203.0.113.20,8443,925,15004000
98,0,8,application,file,a5b96c7c29f7099d5541591ff794fd7c,ephemeral-0,1,5,10,client_to_server,data,udp,203.0.113.20,8443,925,15005000
99,0,8,application,file,a5b96c7c29f7099d5541591ff794fd7c,ephemeral-0,1,6,10,client_to_server,data,udp,203.0.113.20,8443,925,15006000
100,0,8,application,file,a5b96c7c29f7099d5541591ff794fd7c,ephemeral-0,1,7,10,client_to_server,data,udp,203.0.113.20,8443,925,15007000
101,0,8,application,file,a5b96c7c29f7099d5541591ff794fd7c,ephemeral-0,1,8,10,client_to_server,data,udp,203.0.113.20,8443,925,15008000
102,0,8,application,file,a5b96c7c29f7099d5541591ff794fd7c,ephemeral-0,1,9,10,client_to_server,data,udp,203.0.113.20,8443,181,15009000
103,0,8,application,file,a5b96c7c29f7099d5541591ff794fd7c,ephemeral-0,1,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,15180000
104,0,9,application,realtime,2895b0e684c3f1031e40f1c4d8d9f722,generated-0,0,0,2,client_to_server,data,tcp,203.0.113.10,8443,925,16000000
105,0,9,application,realtime,2895b0e684c3f1031e40f1c4d8d9f722,generated-0,0,1,2,client_to_server,data,tcp,203.0.113.10,8443,213,16001000
106,0,9,application,realtime,2895b0e684c3f1031e40f1c4d8d9f722,generated-0,0,0,1,server_to_client,ack,tcp,203.0.113.10,8443,38,16132000
107,0,9,application,realtime,2895b0e684c3f1031e40f1c4d8d9f722,ephemeral-0,1,0,2,client_to_server,data,udp,203.0.113.20,8443,925,16000000
108,0,9,application,realtime,2895b0e684c3f1031e40f1c4d8d9f722,ephemeral-0,1,1,2,client_to_server,data,udp,203.0.113.20,8443,213,16001000
109,0,9,application,realtime,2895b0e684c3f1031e40f1c4d8d9f722,ephemeral-0,1,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,16172000
