run_id,seed,architecture,censor,network,layer_mask,auac,t50,t50_observed,endpoint_burns,endpoint_exposure_epochs,endpoint_burn_rate,mean_tpr,mean_fpr,mean_precision,auac_text,auac_media,auac_file,auac_presence,auac_realtime
run-00302,1301,fixed_proxy,adaptive_cross_layer,stable,PEL,0.17569444444444446,1,1,18,360,0.05,0.1501111111111111,0.0006944444444444445,0.393196520577591,0.2361111111111111,0.203125,0.1684027777777778,0.14756944444444445,0.1232638888888889
run-00303,1429,fixed_proxy,adaptive_cross_layer,stable,PEL,0.1170138888888889,1,1,22,360,0.06111111111111111,0.14800000000000002,0.0005277777777777778,0.4031646519740889,0.1684027777777778,0.12152777777777778,0.11805555555555555,0.11631944444444445,0.06076388888888889
run-00304,1543,fixed_proxy,adaptive_cross_layer,stable,PEL,0.16458333333333336,2,1,16,360,0.044444444444444446,0.15433333333333335,0.0006666666666666668,0.419720213420978,0.2673611111111111,0.2309027777777778,0.15625,0.0954861111111111,0.07291666666666667
run-00305,1601,fixed_proxy,adaptive_cross_layer,stable,PEL,0.140625,1,1,13,360,0.03611111111111111,0.1743888888888889,0.001013888888888889,0.3060305761291158,0.2013888888888889,0.14583333333333334,0.1388888888888889,0.11805555555555555,0.09895833333333333
run-00306,1741,fixed_proxy,adaptive_cross_layer,stable,PEL,0.12743055555555557,3,1,28,360,0.07777777777777778,0.16649999999999998,0.0007500000000000001,0.30277510340197045,0.2795138888888889,0.13194444444444445,0.07465277777777778,0.0763888888888889,0.07465277777777778
run-00307,1871,fixed_proxy,adaptive_cross_layer,stable,PEL,0.08090277777777778,1,1,27,360,0.075,0.17194444444444446,0.000763888888888889,0.37794345542741065,0.16493055555555555,0.09375,0.0920138888888889,0.03298611111111111,0.020833333333333332
run-00308,1999,fixed_proxy,adaptive_cross_layer,stable,PEL,0.11875000000000001,1,1,27,360,0.075,0.1945,0.0009444444444444445,0.2857532178987079,0.22743055555555555,0.13368055555555555,0.078125,0.0798611111111111,0.07465277777777778
run-00309,2081,fixed_proxy,adaptive_cross_layer,stable,PEL,0.140625,1,1,21,360,0.058333333333333334,0.16972222222222222,0.0007916666666666668,0.34867756526714605,0.234375,0.15104166666666666,0.13020833333333334,0.0920138888888889,0.0954861111111111
run-00310,2203,fixed_proxy,adaptive_cross_layer,stable,PEL,0.16076388888888887,1,1,18,360,0.05,0.14605555555555558,0.0005,0.38238767692093195,0.2361111111111111,0.2222222222222222,0.14756944444444445,0.1232638888888889,0.07465277777777778
run-00311,2333,fixed_proxy,adaptive_cross_layer,stable,PEL,0.10416666666666667,2,1,21,360,0.058333333333333334,0.17155555555555557,0.0007222222222222222,0.36879914603198216,0.22743055555555555,0.1232638888888889,0.07118055555555555,0.046875,0.052083333333333336
run-00312,2441,fixed_proxy,adaptive_cross_layer,stable,PEL,0.11944444444444446,1,1,19,360,0.05277777777777778,0.15744444444444444,0.0008194444444444445,0.33840831538560134,0.19618055555555555,0.1388888888888889,0.0920138888888889,0.09895833333333333,0.07118055555555555
run-00313,2551,fixed_proxy,adaptive_cross_layer,stable,PEL,0.09062500000000001,1,1,18,360,0.05,0.16655555555555557,0.0008194444444444446,0.294608104939385,0.1701388888888889,0.14583333333333334,0.078125,0.03819444444444445,0.020833333333333332
run-00314,2683,fixed_proxy,adaptive_cross_layer,stable,PEL,0.1076388888888889,0,1,16,360,0.044444444444444446,0.1848333333333333,0.0009027777777777778,0.26336939677562543,0.1684027777777778,0.11631944444444445,0.10416666666666667,0.0798611111111111,0.06944444444444445
run-00315,2791,fixed_proxy,adaptive_cross_layer,stable,PEL,0.12881944444444443,1,1,13,360,0.03611111111111111,0.18805555555555556,0.0012083333333333334,0.21908498106772514,0.1857638888888889,0.16145833333333334,0.1267361111111111,0.09375,0.0763888888888889
run-00316,2903,fixed_proxy,adaptive_cross_layer,stable,PEL,0.11215277777777777,3,1,22,360,0.06111111111111111,0.16444444444444448,0.0006111111111111113,0.3957933933674822,0.2204861111111111,0.1440972222222222,0.08159722222222222,0.06076388888888889,0.05381944444444445
run-00317,3011,fixed_proxy,adaptive_cross_layer,stable,PEL,0.1170138888888889,1,1,17,360,0.04722222222222222,0.17099999999999999,0.0009722222222222223,0.34632895404153546,0.1875,0.14930555555555555,0.11284722222222222,0.06944444444444445,0.06597222222222222
run-00318,3137,fixed_proxy,adaptive_cross_layer,stable,PEL,0.10902777777777778,1,1,16,360,0.044444444444444446,0.16805555555555557,0.0008611111111111111,0.25967784993155263,0.15625,0.10590277777777778,0.11805555555555555,0.11805555555555555,0.046875
run-00319,3251,fixed_proxy,adaptive_cross_layer,stable,PEL,0.09895833333333331,1,1,21,360,0.058333333333333334,0.14922222222222226,0.0006805555555555557,0.36007722537799236,0.1701388888888889,0.1371527777777778,0.08333333333333333,0.06076388888888889,0.043402777777777776
run-00320,1103,fixed_proxy,adaptive_cross_layer,mobile,PEL,0.07291666666666667,1,1,21,360,0.058333333333333334,0.17733333333333334,0.0009583333333333334,0.2430611635582216,0.1545138888888889,0.09895833333333333,0.0642361111111111,0.03819444444444445,0.008680555555555556
run-00321,1201,fixed_proxy,adaptive_cross_layer,mobile,PEL,0.12500000000000003,3,1,25,360,0.06944444444444445,0.17366666666666666,0.0006388888888888889,0.4322199346501955,0.24479166666666666,0.1423611111111111,0.09027777777777778,0.09375,0.05381944444444445
run-00322,1301,fixed_proxy,adaptive_cross_layer,mobile,PEL,0.16215277777777778,1,1,18,360,0.05,0.1501111111111111,0.0006944444444444445,0.393196520577591,0.22395833333333334,0.203125,0.15104166666666666,0.14583333333333334,0.08680555555555555
run-00323,1429,fixed_proxy,adaptive_cross_layer,mobile,PEL,0.10798611111111112,1,1,22,360,0.06111111111111111,0.14800000000000002,0.0005277777777777778,0.4031646519740889,0.16493055555555555,0.12152777777777778,0.09895833333333333,0.11631944444444445,0.03819444444444445
run-00324,1543,fixed_proxy,adaptive_cross_layer,mobile,PEL,0.15138888888888888,2,1,16,360,0.044444444444444446,0.15433333333333335,0.0006666666666666668,0.419720213420978,0.2569444444444444,0.2309027777777778,0.13194444444444445,0.09375,0.043402777777777776
run-00325,1601,fixed_proxy,adaptive_cross_layer,mobile,PEL,0.12881944444444446,1,1,13,360,0.03611111111111111,0.1743888888888889,0.001013888888888889,0.3060305761291158,0.19618055555555555,0.14583333333333334,0.11631944444444445,0.11458333333333333,0.07118055555555555
run-00326,1741,fixed_proxy,adaptive_cross_layer,mobile,PEL,0.11736111111111112,3,1,28,360,0.07777777777777778,0.16649999999999998,0.0007500000000000001,0.30277510340197045,0.2743055555555556,0.13194444444444445,0.06076388888888889,0.0763888888888889,0.043402777777777776
run-00327,1871,fixed_proxy,adaptive_cross_layer,mobile,PEL,0.0763888888888889,1,1,27,360,0.075,0.17194444444444446,0.000763888888888889,0.37794345542741065,0.16319444444444445,0.09375,0.0798611111111111,0.03298611111111111,0.012152777777777778
run-00328,1999,fixed_proxy,adaptive_cross_layer,mobile,PEL,0.11041666666666668,1,1,27,360,0.075,0.1945,0.0009444444444444445,0.2857532178987079,0.21875,0.13368055555555555,0.06770833333333333,0.0798611111111111,0.052083333333333336
run-00329,2081,fixed_proxy,adaptive_cross_layer,mobile,PEL,0.12777777777777777,1,1,21,360,0.058333333333333334,0.16972222222222222,0.0007916666666666668,0.34867756526714605,0.2309027777777778,0.15104166666666666,0.1076388888888889,0.08854166666666667,0.06076388888888889
